date,symbol,monto_operado,volumen_nominal,cantidad_operaciones,ultimo_precio,precio_compra,precio_venta,spread_abs,spread_pct,moneda,tipo_liquidacion
2026-06-09,HJCJD,1068.5,1000.0,0,106.85,103.1,0.0,,,USD,1
2026-06-09,YMCJC,1046.91,1037.0,0,102.95,100.0,0.0,,,EXT,2
2026-06-09,IRCND,1045.72,996.0,0,103.1,102.1,0.0,,,USD,2
2026-06-09,VSCXC,1044.0,1000.0,0,104.4,0.0,0.0,,,EXT,1
2026-06-09,BYCVD,1031.5,1000.0,0,103.15,98.1,103.75,5.65,5.7594,USD,2
2026-06-09,BYCWD,1029.5,1000.0,0,102.95,101.5,106.0,4.5,4.4335,USD,2
2026-06-09,MGCTD,1012.0,1000.0,0,101.2,99.01,105.0,5.99,6.0499,USD,1
2026-06-09,MGCTC,993.2,1000.0,0,99.32,0.0,0.0,,,EXT,2
2026-06-09,PECKO,760.0,1.0,0,76000.0,0.0,84900.0,,,ARS,2
2026-06-09,YM34C,736.42,686.0,0,107.3,0.0,0.0,,,EXT,1
2026-06-09,YM41D,686.0,649.0,0,105.7,101.3,105.7,4.4,4.3435,USD,1
2026-06-09,CLI1D,649.5,2093.0,0,31.03,0.0,33.3,,,USD,2
2026-06-09,CAC5D,578.68,851.0,0,68.0,65.0,69.95,4.95,7.6154,USD,1
2026-06-09,MSSED,524.81,501.0,0,105.95,103.0,106.0,3.0,2.9126,USD,2
2026-06-09,YMCIC,449.9,409.0,0,110.0,0.0,0.0,,,EXT,1
2026-06-09,CS47D,439.51,429.0,0,102.45,101.0,109.5,8.5,8.4158,USD,1
2026-06-09,PN38C,400.4,385.0,0,104.0,100.0,0.0,,,EXT,2
2026-06-09,YM39C,328.76,299.0,0,109.95,0.0,0.0,,,EXT,2
2026-06-09,OT42D,284.04,263.0,0,108.0,103.5,0.0,,,USD,1
2026-06-09,CICBD,279.48,274.0,0,102.0,0.0,0.0,,,USD,1
2026-06-09,PFC2D,157.05,149.0,0,105.4,103.75,106.1,2.35,2.2651,USD,2
2026-06-09,MGCED,141.57,143.0,0,99.0,0.0,0.0,,,USD,1
2026-06-09,T661D,102.0,141664.0,0,0.072,0.0,0.0,,,USD,1
2026-06-09,IRCLD,101.5,100.0,0,101.5,100.0,104.5,4.5,4.5,USD,1
2026-06-09,RVS1D,62.82,157087.0,0,0.036,0.0,0.0,,,USD,2
2026-06-09,TLCUD,21.63,21.0,0,103.35,0.0,104.8,,,USD,1
2026-06-09,VSCID,6.37,7.0,0,91.05,0.0,0.0,,,USD,2
2026-06-09,PN37D,6.26,6.0,0,104.45,101.5,111.0,9.5,9.3596,USD,1
2026-06-09,CIC8D,4.02,4.0,0,100.5,99.4,113.0,13.6,13.6821,USD,2
2026-06-09,TLCVD,2.06,2.0,0,103.0,0.0,0.0,,,USD,2
2026-06-09,CS52D,0.0,0.0,0,0.0,98.22,99.95,1.73,1.7614,USD,2
2026-06-09,CS52D,0.0,0.0,0,0.0,97.4,100.2,2.8,2.8747,USD,1
2026-06-09,BYCXD,0.0,0.0,0,0.0,102.0,105.0,3.0,2.9412,USD,2
2026-06-09,IRCJD,0.0,0.0,0,0.0,102.75,106.2,3.45,3.3577,USD,1
2026-06-09,NPCDD,0.0,0.0,0,0.0,98.0,101.9,3.9,3.9796,USD,1
2026-06-09,PUC2D,0.0,0.0,0,0.0,99.5,104.0,4.5,4.5226,USD,2
2026-06-09,CS45D,0.0,0.0,0,0.0,100.6,106.0,5.4,5.3678,USD,2
2026-06-09,BF39D,0.0,0.0,0,0.0,98.1,105.0,6.9,7.0336,USD,2
2026-06-09,TLCVO,0.0,0.0,0,0.0,139300.0,149900.0,10600.0,7.6095,ARS,2
2026-06-09,RZ9BD,0.0,0.0,0,0.0,66.0,72.0,6.0,9.0909,USD,2
2026-06-09,YMCWO,0.0,0.0,0,0.0,130000.0,143400.0,13400.0,10.3077,ARS,2
2026-06-09,VSCMO,0.0,0.0,0,0.0,115010.0,150000.0,34990.0,30.4234,ARS,2
2026-06-09,HJCBO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,TLCGO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,TLCGO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
2026-06-09,BF35X,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,BF35Y,0.0,0.0,0,0.0,0.0,0.0,,,USD,1
2026-06-09,VSCNC,0.0,0.0,0,0.0,0.0,0.0,,,EXT,1
2026-06-09,VSCNC,0.0,0.0,0,0.0,0.0,0.0,,,EXT,2
2026-06-09,DHSEO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,DHSEO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
2026-06-09,DHSEX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,DHSEX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
2026-06-09,NBS1C,0.0,0.0,0,0.0,0.0,0.0,,,EXT,2
2026-06-09,NBS1Y,0.0,0.0,0,0.0,0.0,0.0,,,USD,1
2026-06-09,TYCZX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,TYCZX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
2026-06-09,VSCHC,0.0,0.0,0,0.0,0.0,0.0,,,EXT,1
2026-06-09,VSCHD,0.0,0.0,0,0.0,0.0,0.0,,,USD,1
2026-06-09,VSCHD,0.0,0.0,0,0.0,0.0,0.0,,,USD,2
2026-06-09,VSCHX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,VSCHX,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
2026-06-09,CP31C,0.0,0.0,0,0.0,0.0,0.0,,,EXT,1
2026-06-09,CP31C,0.0,0.0,0,0.0,0.0,0.0,,,EXT,2
2026-06-09,CP31D,0.0,0.0,0,0.0,0.0,0.0,,,USD,1
2026-06-09,CP31D,0.0,0.0,0,0.0,0.0,0.0,,,USD,2
2026-06-09,CP31O,0.0,0.0,0,0.0,0.0,0.0,,,ARS,1
2026-06-09,CP31O,0.0,0.0,0,0.0,128020.0,0.0,,,ARS,2
2026-06-09,DHSHO,0.0,0.0,0,0.0,0.0,0.0,,,ARS,2
