entidad,fecha,pais,area,sector,tipo,rating_cp,rating_lp,perspectiva,estado
PROGRAMA FEDERAL PLURIANUAL DE CONSTRUCCIÓN DE VIVIENDAS PROVINCIA DE SAN JUAN,2026-05-14,Argentina,Finanzas Estructuradas,Flujos Futuros De Fondos,VRD Serie I,,AAsf(arg),Perspectiva Estable,Confirma
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,Emisor,A1+(arg),AA-(arg),Perspectiva Estable,Confirma
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,TDP Clase I Originalmente por USD 15 ...,,AA-(arg),Perspectiva Estable,Confirma
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,Títulos de Deuda Clase 2 Capital aju ...,,AA-(arg),Perspectiva Estable,Confirma
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,Títulos de Deuda Clase 4,,AA-(arg),Perspectiva Estable,Confirma
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,Títulos de Deuda Clase 5,,AA-(arg),Perspectiva Estable,Asigna
Provincia de Córdoba,2025-12-02,Argentina,Finanzas Públicas,Provincias,Títulos de Deuda Clase 6,,AA-(arg),Perspectiva Estable,Asigna
Provincia de Corrientes,2025-12-29,Argentina,Finanzas Públicas,Provincias,Emisor,A2(arg),BBB+(arg),Perspectiva Estable,Confirma
Provincia de Entre Ríos,2026-05-07,Argentina,Finanzas Públicas,Provincias,TDP ER 2025 Serie I,A3(arg),,N.C,Sube
Provincia de Entre Ríos,2026-05-07,Argentina,Finanzas Públicas,Provincias,TDP ER 2025 Serie II,,BBB-(arg),Perspectiva Estable,Sube
Provincia de Entre Ríos,2026-05-07,Argentina,Finanzas Públicas,Provincias,Programa de Letras del Tesoro 2026,A3(arg),,N.C,Sube
Provincia de Entre Ríos,2026-05-07,Argentina,Finanzas Públicas,Provincias,Emisor,A3(arg),BBB-(arg),Perspectiva Estable,Sube
Provincia de La Rioja,2025-12-18,Argentina,Finanzas Públicas,Provincias,Emisor,D(arg),D(arg),N.C,Confirma
Provincia de La Rioja,2025-12-18,Argentina,Finanzas Públicas,Provincias,Titulo de deuda Clase 1,,CC(arg),RW Negativo,Confirma
Provincia de La Rioja,2025-12-18,Argentina,Finanzas Públicas,Provincias,Titulo de deuda Clase 2,,CC(arg),RW Negativo,Confirma
Provincia de La Rioja,2025-12-18,Argentina,Finanzas Públicas,Provincias,Títulos de deuda Clase 3 por hasta US ...,,CC(arg),RW Negativo,Confirma
Provincia de La Rioja,2026-03-20,Argentina,Finanzas Sostenibles,Provincias,Titulo de deuda Clase 1-Bono Verde,,BV3(arg),Perspectiva Negativa,Confirma
Provincia de La Rioja,2026-03-20,Argentina,Finanzas Sostenibles,Provincias,Titulo de deuda Clase 2-Bono Verde,,BV3(arg),Perspectiva Negativa,Confirma
Provincia de Salta,2025-12-09,Argentina,Finanzas Públicas,Provincias,Emisor,A3(arg),BBB-(arg),Perspectiva Estable,Confirma
Provincia de Salta,2025-12-09,Argentina,Finanzas Públicas,Provincias,Títulos de Deuda por USD357.000.000 v ...,,BBB-(arg),Perspectiva Estable,Confirma
Provincia de San Juan,2025-12-18,Argentina,Finanzas Públicas,Provincias,Emisor,A1(arg),A(arg),Perspectiva Estable,Confirma
Provincia de Santa Cruz,2026-05-11,Argentina,Finanzas Públicas,Provincias,Emisor,B(arg),B-(arg),Perspectiva Estable,Asigna
Provincia de Santa Cruz,2026-05-11,Argentina,Finanzas Públicas,Provincias,Letras del Tesoro 2026,B(arg),,N.C,Asigna
Provincia de Santa Fe,2022-12-28,Argentina,Finanzas Públicas,Provincias,PGR de Letras del Tesoro 2022,A1(arg),,N.C,Confirma
Provincia de Santa Fe,2023-12-27,Argentina,Finanzas Públicas,Provincias,Programa de Letras del Tesoro 2023 < ...,A1(arg),,N.C,Confirma
Provincia de Santa Fe,2025-12-18,Argentina,Finanzas Públicas,Provincias,Emisor,A1+(arg),AA-(arg),Perspectiva Estable,Confirma
Provincia de Santa Fe,2025-12-18,Argentina,Finanzas Públicas,Provincias,Bonos de Infraestructura Vial para L ...,,AA-(arg),Perspectiva Estable,Confirma
Provincia del Chaco,2025-05-26,Argentina,Finanzas Públicas,Provincias,Programa de Emisión de Letras de Tes ...,B(arg),,RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,Emisor,B(arg),BB-(arg),RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,TD Vto 2026,,BBB-(arg),RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,Programa de Emisión de Letras de Tes ...,B(arg),,RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,Título de Deuda PCH 2025-Serie I,B(arg),,RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,Programa de Emisión de Letras de Tes ...,B(arg),,RW Negativo,Confirma
Provincia del Chaco,2026-01-21,Argentina,Finanzas Públicas,Provincias,Título de Deuda PCH 2025-Serie II am ...,B(arg),,RW Negativo,Asigna
Provincia del Neuquén,2025-08-14,Argentina,Finanzas Públicas,Provincias,Letras del Tesoro Serie IV Clase 2 P ...,,BBB-(arg),Perspectiva Estable,Confirma
Provincia del Neuquén,2025-12-23,Argentina,Finanzas Públicas,Provincias,Emisor,A3(arg),BBB+(arg),Perspectiva Estable,Confirma
Provincia del Neuquén,2025-12-23,Argentina,Finanzas Públicas,Provincias,Letras del Tesoro Serie I Clase 3 TR ...,,BBB+(arg),Perspectiva Estable,Confirma
Provincia del Neuquén,2025-12-23,Argentina,Finanzas Públicas,Provincias,Letras del Tesoro Serie I Clase 2 TR ...,,BBB+(arg),Perspectiva Estable,Confirma
Provincia del Neuquén,2025-12-23,Argentina,Finanzas Públicas,Provincias,Letras del Tesoro Serie I Clase 1 Le ...,,BBB+(arg),Perspectiva Estable,Confirma
Provincia Leasing VI,2026-04-10,Argentina,Finanzas Estructuradas,Leasing,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Provincia Leasing VI,2026-04-10,Argentina,Finanzas Estructuradas,Leasing,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Provincia Leasing VI,2026-04-10,Argentina,Finanzas Estructuradas,Leasing,CP,,BB+sf(arg),Perspectiva Estable,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-01-27,Argentina,Fondos,Fondos Abiertos,1822 Raíces Dólares Plus,,A-f(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-01-27,Argentina,Fondos,Fondos Abiertos,1822 Raíces Valores Fiduciarios,,AA+f(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-01-27,Argentina,Fondos,Fondos Abiertos,1822 Raíces Valores Negociables,,AAc(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-02-11,Argentina,Fondos,Fondos Abiertos,1822 Raíces Infraestructura,,Af(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-03-11,Argentina,Fondos,Fondos Abiertos,1822 Raíces Ahorro Pesos,,AA+f(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-05-14,Argentina,Fondos,Fondos Abiertos,1822 Raíces Inversión,,AA-f(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-05-14,Argentina,Fondos,Fondos Abiertos,1822 Raíces Ahorro Plus,,AAAf(arg),N.C,Sube
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-05-20,Argentina,Fondos,Fondos Abiertos,1822 Raíces Pyme,,A-f(arg),N.C,Confirma
Provinfondos S.A. Sociedad Gerente de Fondos Comunes de Inversión,2026-05-27,Argentina,Fondos,Fondos Abiertos,1822 Raíces Renta en Pesos,,A+f(arg),N.C,Sube
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A1+(arg),AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Programa Global de Emisión de Obligac ...,,AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 30 ...,,AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 31 ...,,AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 34 ...,,AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 35 ...,A1+(arg),,N.C,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 36 ...,A1+(arg),,N.C,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 37 ...,,AA(arg),Perspectiva Estable,Confirma
PSA Finance Argentina Compañía Financiera SA,2026-04-30,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie Nº 38 ...,,AA(arg),Perspectiva Estable,Confirma
Puente A.F.P.I.S.A.,2025-10-27,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Liquidez Dólares,,(py)AAf,Tendencia Estable,Confirma
Puente A.F.P.I.S.A.,2025-10-27,Paraguay,Fondos,Fondos Abiertos,Fondo Mutuo Liquidez Guaraníes,,(py)AAf,Tendencia Estable,Confirma
Puente A.F.P.I.S.A.,2025-10-27,Paraguay,Seguros,Administradora De Activos,Fondo Mutuo Estrategia Dólares,,(py)Af+,Tendencia Fuerte,Confirma
Puente A.F.P.I.S.A.,2025-10-27,Paraguay,Seguros,Administradora De Activos,Fondo Mutuo Estrategia Guaraníes ...,,(py)Af+,Tendencia Estable,Confirma
Puente Hnos. S.A.,2026-04-29,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A1(arg),A+(arg),Perspectiva Estable,Confirma
Puente Hnos. S.A.,2026-04-29,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase III Po ...,,A+(arg),Perspectiva Estable,Confirma
Puente Hnos. S.A.,2026-05-07,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase IV Por ...,,A+(arg),Perspectiva Estable,Asigna
Quiron Asset Management S.A.,2026-01-21,Argentina,Fondos,Fondos Abiertos,Quirón Fixed Income,,BBB+f(arg),N.C,Confirma
Quiron Asset Management S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Quirón Money Market,,A+f(arg),N.C,Baja
RDA Renting S.A.,2025-12-23,Argentina,Finanzas Corporativas,Empresas,Emisor,,A(arg),Perspectiva Estable,Confirma
RDA Serie II,2024-02-15,Argentina,Finanzas Estructuradas,Leasing,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
RDA SERIE III,2025-04-07,Argentina,Finanzas Estructuradas,Facturas,VDF,,AAAsf(arg),Perspectiva Estable,Confirma
Red Surcos XXX,2023-12-26,Argentina,Finanzas Estructuradas,Facturas,VDFA,A1+sf(arg),,Perspectiva Estable,Confirma
Red Surcos XXX,2023-12-26,Argentina,Finanzas Estructuradas,Facturas,VDFB,A1sf(arg),,Perspectiva Estable,Confirma
Red Surcos XXXI,2024-03-04,Argentina,Finanzas Estructuradas,Facturas,VDFA,A1+sf(arg),,N.C,Confirma
Red Surcos XXXII,2024-03-04,Argentina,Finanzas Estructuradas,Facturas,VDFA,A1+sf(arg),,N.C,Confirma
Red Surcos XXXII,2024-03-04,Argentina,Finanzas Estructuradas,Facturas,VDFB,A1sf(arg),,N.C,Confirma
República Administradora de Fondos Inversión S.A. (RAFISA),2025-12-12,Uruguay,Administradora De Activos,Administradora De Activos,Fiduciario,,1FD(uy),Perspectiva Estable,Confirma
Republica AFAP S.A. (RAFAP),2025-12-12,Uruguay,Administradora De Activos,Administradora De Activos,Administrador de Activos,,M1(uy),Perspectiva Estable,Confirma
Republica Negocios Fiduciarios S.A. (RENEFISA),2025-12-12,Uruguay,Entidades Financieras,Fiduciario,Fiduciario,,1FD(uy),Perspectiva Estable,Confirma
Rizobacter Argentina S.A.,2026-02-13,Argentina,Finanzas Corporativas,Agronegocio,ON Serie IX Clase A Por hasta USD 5.0 ...,,CC(arg),N.C,Baja
Rizobacter Argentina S.A.,2026-02-13,Argentina,Finanzas Corporativas,Agronegocio,ON Serie IX Clase B Por hasta USD 5.0 ...,,CC(arg),N.C,Baja
Rizobacter Argentina S.A.,2026-02-13,Argentina,Finanzas Corporativas,Agronegocio,ON Serie X Clase B Por hasta USD 10.0 ...,,CC(arg),N.C,Baja
Rizobacter Argentina S.A.,2026-02-13,Argentina,Finanzas Corporativas,Agronegocio,ON Serie X Clase A Por hasta USD 10.0 ...,,CC(arg),N.C,Baja
Rizobacter Argentina S.A.,2026-04-27,Argentina,Finanzas Corporativas,Agronegocio,Emisor,C(arg),CC(arg),N.C,Confirma
Rizobacter Argentina S.A.,2026-04-27,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XI Clase A a ser integradas ...,,CC(arg),N.C,Asigna
Rizobacter Argentina S.A.,2026-04-27,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XI Clase B a ser integradas ...,,CC(arg),N.C,Asigna
Rizobacter Argentina S.A.,2026-04-27,Argentina,Finanzas Corporativas,Agronegocio,ON Serie XI Clase C a ser integradas ...,,CC(arg),N.C,Asigna
ROCBA I,2025-12-23,Argentina,Finanzas Estructuradas,Prestamos Personales,Emisor,,FI2(arg),Perspectiva Estable,Confirma
Roch S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Emisor,,C(arg),N.C,Confirma
Roch S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase 1 por ...,,C(arg),N.C,Confirma
Rombo Compañía Financiera S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Programa Global de Emisión de Obligac ...,,AA(arg),Perspectiva Estable,Confirma
Rombo Compañía Financiera S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Programa Global de Emisión de Obligac ...,,AA-(arg),Perspectiva Estable,Confirma
Rombo Compañía Financiera S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie 59 En ...,,AA(arg),Perspectiva Estable,Confirma
Rombo Compañía Financiera S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie 60 En ...,,AA(arg),Perspectiva Estable,Confirma
Rombo Compañía Financiera S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie 61 En ...,,AA(arg),Perspectiva Estable,Confirma
Rosario Administradora Sociedad Fiduciaria SA (ROSFID),2026-04-20,Argentina,Entidades Financieras,Fiduciario,Fiduciario,,2+FD(arg),Perspectiva Estable,Confirma
Ruralco V,2024-05-02,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Ruralco V,2024-05-02,Argentina,Finanzas Estructuradas,Facturas,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Ruralco VI,2024-05-02,Argentina,Finanzas Estructuradas,Facturas,VDF A,,AAsf(arg),Perspectiva Estable,Confirma
S.A. Importadora y Exportadora de la Patagonia (SAIEP),2026-03-05,Argentina,Finanzas Corporativas,Consumo Masivo,Emisor,,A(arg),Perspectiva Estable,Confirma
S.A. Importadora y Exportadora de la Patagonia (SAIEP),2026-03-05,Argentina,Finanzas Corporativas,Consumo Masivo,Acciones ordinarias,,2,N.C,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2025-12-02,Argentina,Finanzas Sostenibles,Alimentos Y Bebidas,Bono Vinculado a la Sostenibilidad ON ...,,BVS2(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2025-12-02,Argentina,Finanzas Sostenibles,Alimentos Y Bebidas,Bono Vinculado a la Sostenibilidad ON ...,,BVS2(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2025-12-02,Argentina,Finanzas Sostenibles,Alimentos Y Bebidas,Bono Vinculado a la Sostenibilidad ON ...,,BVS2(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Emisor,A3(arg),BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Acciones Ordinarias,,2,N.C,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie X Clase A ON Simple S ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie X Clase B ON Simple S ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Obligación Negociable Simple Serie X ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,Obligación Negociable Simple Serie XI ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie XI Adicionales Por un ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie XII por hasta USD 10 ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie XIII Clase A ON Simpl ...,,BBB-(arg),Perspectiva Estable,Confirma
S.A. San Miguel A.G.I.C.I. Y F.,2026-04-16,Argentina,Finanzas Corporativas,Alimentos Y Bebidas,ON Simple Serie XIII Clase B ON Simpl ...,,BBB-(arg),Perspectiva Estable,Confirma
Sala Serie I,2024-07-24,Argentina,Finanzas Estructuradas,Facturas,VDFA,,AAsf(arg),Perspectiva Estable,Asigna
Sala Serie I,2024-07-24,Argentina,Finanzas Estructuradas,Facturas,VDFB,,A-sf(arg),Perspectiva Estable,Asigna
SAM Argentina SGFCI S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Optimum Global Investment Grade,,AAc(arg),N.C,Confirma
SAM Argentina SGFCI S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Optimum FAE (Fondo de Aplicaciones Es ...,,AAAf(arg),N.C,Sube
SAM Argentina SGFCI S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Optimum Multi Asset Fund,,AAAf(arg),N.C,Sube
San Cristóbal Sociedad Mutual de Seguros Generales,2026-04-08,Argentina,Seguros,Seguros Generales,Fortaleza Financiera de Largo Plazo< ...,,AA(arg),Perspectiva Estable,Asigna
Sancor Coop. de Seguros Ltda.,2026-03-11,Argentina,Seguros,Seguros Generales,Fortaleza Financiera de Largo Plazo,,AA(arg),Perspectiva Positiva,Confirma
Sancor Seguros S.A. (Uruguay),2026-04-29,Uruguay,Seguros,Seguros Generales,Fortaleza Financiera de Largo Plazo< ...,,A(uy),Perspectiva Estable,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Super Bonos,,AA-f(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Superfondo Estratégico,,AAf(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Superfondo Latinoamérica,,AAc(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Superfondo Renta $,,AA-f(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-01-30,Argentina,Fondos,Fondos Abiertos,Superfondo Renta Fija Dólares,,AA+(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-02-04,Argentina,Fondos,Fondos Abiertos,Superfondo Acciones,,AA+c(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-02-04,Argentina,Fondos,Fondos Abiertos,Superfondo Acciones Brasil,,AAc(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-02-04,Argentina,Fondos,Fondos Abiertos,Superfondo Renta Variable,,AA+c(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-02-04,Argentina,Fondos,Fondos Abiertos,Supergestión,,AA-c(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-02-19,Argentina,Fondos,Fondos Abiertos,Superfondo Renta Fija Dólares II ...,,AAA(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-03-02,Argentina,Fondos,Fondos Abiertos,Superfondo Sustentable Fondo Común de ...,,Af(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Super Ahorro $,,AAAf(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Super Ahorro Plus,,AA+f(arg),N.C,Sube
Santander Asset Management G.F.C.I.S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Superfondo Ahorro en Dólares,,AAAf(arg),N.C,Confirma
Santander Asset Management G.F.C.I.S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Superfondo Renta Fija,,AAAf(arg),N.C,Sube
Santander Asset Management G.F.C.I.S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Supergestión Mix VI,,AA+f(arg),N.C,Sube
SBS Asset Management SASGFCI,2026-01-27,Argentina,Fondos,Fondos Abiertos,SBS Capital Plus,,A+f(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-01-27,Argentina,Fondos,Fondos Abiertos,SBS Retorno Total,,A+f(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-01-27,Argentina,Fondos,Fondos Abiertos,SBS Estrategia,,A+f(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-01-27,Argentina,Fondos,Fondos Abiertos,SBS Acciones Argentina,,AA-c(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-01-27,Argentina,Fondos,Fondos Abiertos,SBS Balanceado,,AA-c(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-02-11,Argentina,Fondos,Fondos Abiertos,SBS Desarrollo FCI Abierto para Proyec ...,,BBB+f(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-02-19,Argentina,Fondos,Fondos Abiertos,SBS Renta Mixta,,AAAf(arg),N.C,Sube
SBS Asset Management SASGFCI,2026-02-19,Argentina,Fondos,Fondos Abiertos,SBS Latam FCI,,AA+f(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-03-11,Argentina,Fondos,Fondos Abiertos,SBS Ahorro Pesos,,AA+f(arg),N.C,Sube
SBS Asset Management SASGFCI,2026-05-14,Argentina,Fondos,Fondos Abiertos,SBS Renta Pesos,,AAf(arg),N.C,Sube
SBS Asset Management SASGFCI,2026-05-14,Argentina,Fondos,Fondos Abiertos,SBS Pesos Plus,,AAAf(arg),N.C,Sube
SBS Asset Management SASGFCI,2026-05-20,Argentina,Fondos,Fondos Abiertos,SBS Pymes FCI Abierto Pymes,,Af(arg),N.C,Confirma
SBS Asset Management SASGFCI,2026-05-27,Argentina,Fondos,Fondos Abiertos,SBS Gestión Renta Fija,,AAf(arg),N.C,Confirma
Scania Credit Argentina S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Emisor,A1+(arg),AA(arg),Perspectiva Estable,Confirma
Scania Credit Argentina S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 1 Por ...,,AA(arg),Perspectiva Estable,Confirma
Scania Credit Argentina S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Adicionales ...,,AA(arg),Perspectiva Estable,Confirma
Scania Credit Argentina S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 2 Por ...,,AA(arg),Perspectiva Estable,Confirma
Scania Credit Argentina S.A.U.,2026-05-18,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase 3 Por ...,,AA(arg),Perspectiva Estable,Asigna
SCC Power San Pedro S.A. (Ex SPI Energy S.A),2026-05-07,Argentina,Finanzas Corporativas,Energia,ON Clase 1 por hasta USD 40 millones ...,,A-(arg),Perspectiva Estable,Confirma
SCC Power San Pedro S.A. (Ex SPI Energy S.A),2026-05-07,Argentina,Finanzas Corporativas,Energia,ON Clase 2 por un valor mínimo de US ...,,A-(arg),Perspectiva Estable,Confirma
Scotiabank Uruguay (Ex NBC),2026-04-24,Uruguay,Entidades Financieras,Bancos,Emisor,,AAA(uy),Perspectiva Estable,Confirma
Secubono 218,2022-11-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Secubono 218,2023-03-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Secubono 220,2023-03-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Secubono 220,2023-03-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,A+sf(arg),Perspectiva Estable,Confirma
Secubono 227,2023-12-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Secubono 227,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Secubono 227,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,A+sf(arg),Perspectiva Estable,Confirma
Secubono 228,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Secubono 228,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Secubono 228,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,A+sf(arg),Perspectiva Estable,Confirma
Secubono 229,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAsf(arg),Perspectiva Estable,Confirma
Secubono 229,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AA-sf(arg),Perspectiva Estable,Confirma
Secubono 229,2024-02-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFC,,A+sf(arg),Perspectiva Estable,Confirma
